街区,租赁方式,朝向,每月租金,行政区,板块,房屋面积,格局,发布时长
,,,6760,静安,西藏北路,,南,"
            自如          "
,,,31200,浦东,陆家嘴,174.25㎡,4室1厅2卫,"
            曼舍          "
,,,19800,黄浦,人民广场,141.09㎡,3室2厅2卫,"
            链家          "
,,,3730,浦东,外高桥,56.17㎡,1室1厅1卫,"
            自如          "
,,,7490,徐汇,长桥,89.70㎡,3室1厅1卫,"
            自如          "
,,,4500,浦东,张江,52.82㎡,1室1厅1卫,"
            链家          "
,,,29800,普陀,长风,177.00㎡,4室2厅3卫,"
            链家          "
,,,4290,虹口,曲阳,,南,"
            自如          "
,,,80000,浦东,梅园,247.94㎡,4室2厅3卫,"
            链家          "
,,,5200,闵行,颛桥,100.40㎡,2室2厅1卫,"
            链家          "
,,,4000,浦东,川沙,124.37㎡,3室2厅1卫,"
            链家          "
,,,45000,杨浦,新江湾城,258.00㎡,6室2厅5卫,"
            链家          "
,,,3500,松江,车墩,143.68㎡,4室2厅3卫,"
            链家          "
,,,6630,浦东,联洋,,南,"
            自如          "
,,,8230,杨浦,鞍山,,南,"
            自如          "
,,,6490,闵行,颛桥,,南,"
            自如          "
,,,4190,浦东,杨思前滩,,南,"
            自如          "
,,,6200,闵行,莘庄南广场,111.87㎡,3室1厅1卫,"
            链家          "
,,,2200,浦东,周浦,71.09㎡,1室1厅1卫,"
            链家          "
,,,5800,松江,松江新城,163.69㎡,4室2厅2卫,"
            链家          "
,,,12000,黄浦,打浦桥,59.93㎡,2室1厅1卫,"
            链家          "
,,,5000,浦东,唐镇,43.72㎡,1室1厅1卫,"
            链家          "
,,,3300,浦东,临港新城,90.00㎡,3室1厅2卫,"
            链家          "
,,,39000,浦东,陆家嘴,278.90㎡,4室2厅3卫,"
            链家          "
,,,4560,浦东,南码头,,南,"
            自如          "
,,,4500,浦东,洋泾,38.79㎡,1室0厅1卫,"
            链家          "
,,,8500,青浦,赵巷,96.00㎡,3室2厅2卫,"
            链家          "
,,,150000,虹口,四川北路,500.00㎡,5室3厅4卫,"
            链家          "
,,,35000,黄浦,淮海中路,150.00㎡,3室1厅2卫,"
            链家          "
,,,4550,长宁,中山公园,,东,"
            自如          "
,,,3660,松江,泗泾,,南,"
            自如          "
,,,3600,嘉定,江桥,52.00㎡,1室1厅1卫,"
            链家          "
,,,14000,长宁,新华路,102.75㎡,2室2厅1卫,"
            链家          "
,,,3150,闵行,莘庄北广场,47.00㎡,1室1厅1卫,"
            链家          "
,,,7990,宝山,大华,84.40㎡,2室1厅1卫,"
            自如          "
,,,5000,闵行,梅陇,45.12㎡,2室1厅1卫,"
            链家          "
,,,1700,金山,金山新城,60.00㎡,1室1厅1卫,"
            链家          "
,,,18800,黄浦,黄浦滨江,161.67㎡,3室2厅2卫,"
            链家          "
,,,7500,闵行,吴泾,132.00㎡,4室2厅2卫,"
            链家          "
,,,4811,长宁,中山公园,,南,"
            自如          "
,,,3800,杨浦,周家嘴路,67.47㎡,2室1厅1卫,"
            链家          "
,,,2890,青浦,夏阳,,南,"
            自如          "
,,,1800,崇明,陈家镇,110.00㎡,3室2厅1卫,"
            链家          "
,,,3360,嘉定,嘉定新城,,南,"
            自如          "
,,,6000,松江,佘山,174.00㎡,3室1厅3卫,"
            链家          "
,,,6200,浦东,张江,53.00㎡,1室1厅1卫,"
            链家          "
,,,8000,松江,松江大学城,155.60㎡,4室2厅2卫,"
            链家          "
,,,17500,浦东,杨思前滩,88.24㎡,3室1厅1卫,"
            链家          "
,,,2100,松江,松江新城,29.23㎡,1室0厅1卫,"
            链家          "
,,,2400,金山,金山新城,93.90㎡,2室2厅1卫,"
            链家          "
,,,4730,静安,彭浦,,南,"
            自如          "
,,,9000,嘉定,南翔,266.87㎡,6室2厅4卫,"
            链家          "
,,,4000,杨浦,控江路,39.20㎡,2室0厅1卫,"
            链家          "
,,,5443,长宁,中山公园,,南,"
            自如          "
,,,3300,松江,松江老城,71.07㎡,3室1厅1卫,"
            链家          "
,,,7900,闵行,华漕,104.45㎡,3室1厅2卫,"
            链家          "
,,,4600,松江,松江新城,115.79㎡,3室2厅1卫,"
            链家          "
,,,4300,杨浦,中原,39.02㎡,1室1厅1卫,"
            链家          "
,,,4560,浦东,南码头,,南,"
            自如          "
,,,5490,浦东,洋泾,,南,"
            自如          "
,,,7042,闵行,古美,,南,"
            自如          "
,,,6990,静安,南京西路,,东,"
            自如          "
,,,5230,浦东,世博,,南,"
            自如          "
,,,13500,浦东,张江,87.69㎡,2室2厅1卫,"
            链家          "
,,,5690,徐汇,万体馆,,南,"
            自如          "
,,,4423,浦东,金桥,51.00㎡,1室1厅1卫,"
            自如          "
,,,7500,静安,苏河湾,41.29㎡,1室1厅1卫,"
            链家          "
,,,5000,长宁,镇宁路,32.65㎡,1室1厅1卫,"
            链家          "
,,,5000,松江,松江新城,73.36㎡,2室2厅1卫,"
            链家          "
,,,6500,黄浦,打浦桥,42.33㎡,1室1厅1卫,"
            链家          "
,,,22500,浦东,梅园,159.61㎡,3室2厅2卫,"
            链家          "
,,,5000,杨浦,黄兴公园,76.36㎡,2室1厅1卫,"
            链家          "
,,,6800,浦东,张江,90.48㎡,2室2厅1卫,"
            链家          "
,,,3300,闵行,浦江,31.00㎡,1室1厅1卫,"
            链家          "
,,,33000,静安,江宁路,143.00㎡,4室2厅4卫,"
            链家          "
,,,10000,闵行,金虹桥,137.45㎡,4室2厅2卫,"
            链家          "
,,,2600,浦东,惠南,111.29㎡,3室2厅2卫,"
            链家          "
,,,12999,静安,南京西路,121.29㎡,2室2厅1卫,"
            链家          "
,,,27900,浦东,梅园,171.06㎡,4室2厅2卫,"
            链家          "
,,,6630,静安,大宁,,南,"
            自如          "
,,,43000,徐汇,植物园,158.00㎡,5室3厅4卫,"
            链家          "
,,,4790,青浦,夏阳,,南,"
            自如          "
,,,4050,宝山,顾村,50.44㎡,2室1厅2卫,"
            链家          "
,,,7030,虹口,鲁迅公园,,南,"
            自如          "
,,,3900,普陀,长寿路,28.15㎡,1室1厅1卫,"
            链家          "
,,,7020,普陀,长寿路,50.16㎡,1室1厅1卫,"
            链家          "
,,,5500,宝山,月浦,179.72㎡,4室2厅3卫,"
            链家          "
,,,4730,浦东,塘桥,,南,"
            自如          "
,,,3600,奉贤,南桥,108.61㎡,3室2厅2卫,"
            链家          "
,,,2900,青浦,朱家角,98.37㎡,2室1厅1卫,"
            链家          "
,,,4759,普陀,桃浦,50.00㎡,2室1厅1卫,"
            自如          "
,,,4460,浦东,世博,31.80㎡,1室1厅1卫,"
            自如          "
,,,5760,静安,阳城,63.45㎡,2室1厅1卫,"
            自如          "
,,,15000,浦东,高行,159.17㎡,4室2厅2卫,"
            链家          "
,,,3090,嘉定,嘉定新城,56.06㎡,1室1厅1卫,"
            自如          "
,,,3700,闵行,老闵行,62.60㎡,3室1厅2卫,"
            链家          "
,,,6200,浦东,洋泾,66.37㎡,2室1厅1卫,"
            链家          "
,,,3430,宝山,顾村,,南,"
            自如          "
,,,5400,徐汇,康健,57.92㎡,2室1厅1卫,"
            链家          "
,,,8000,静安,西藏北路,104.27㎡,2室1厅1卫,"
            链家          "
,,,8800,黄浦,淮海中路,49.48㎡,1室1厅1卫,"
            链家          "
,,,6990,黄浦,淮海中路,,南,"
            自如          "
,,,3500,松江,松江大学城,55.64㎡,1室1厅1卫,"
            链家          "
,,,27500,黄浦,新天地,147.97㎡,2室2厅2卫,"
            链家          "
,,,12000,静安,大宁,120.23㎡,3室2厅1卫,"
            链家          "
,,,14499,青浦,朱家角,539.98㎡,4室2厅5卫,"
            链家          "
,,,7500,金山,金山新城,266.37㎡,4室2厅3卫,"
            链家          "
,,,11000,闵行,浦江,143.76㎡,3室2厅2卫,"
            链家          "
,,,6500,普陀,长征,82.25㎡,3室1厅1卫,"
            链家          "
,,,4200,浦东,惠南,97.00㎡,2室1厅2卫,"
            链家          "
,,,5100,浦东,三林,69.93㎡,2室1厅1卫,"
            链家          "
,,,7400,浦东,金杨,132.38㎡,3室2厅2卫,"
            链家          "
,,,2800,闵行,闵浦,54.73㎡,1室1厅1卫,"
            链家          "
,,,2200,浦东,书院镇,102.45㎡,3室2厅1卫,"
            链家          "
,,,4400,浦东,曹路,80.00㎡,2室1厅1卫,"
            链家          "
,,,4355,闵行,七宝,,南,"
            自如          "
,,,4730,杨浦,鞍山,,南,"
            自如          "
,,,2990,嘉定,嘉定新城,52.14㎡,1室1厅1卫,"
            自如          "
,,,3500,松江,松江大学城,55.00㎡,2室1厅1卫,"
            链家          "
,,,2500,浦东,临港新城,82.83㎡,2室2厅1卫,"
            链家          "
,,,2400,嘉定,嘉定新城,39.20㎡,1室1厅1卫,"
            链家          "
,,,5300,浦东,陆家嘴,53.14㎡,1室1厅1卫,"
            链家          "
,,,3530,宝山,张庙,40.55㎡,1室1厅1卫,"
            自如          "
,,,2800,浦东,川沙,56.00㎡,1室1厅1卫,"
            链家          "
,,,4290,普陀,甘泉宜川,43.46㎡,1室1厅1卫,"
            自如          "
,,,4590,浦东,唐镇,58.95㎡,1室1厅1卫,"
            自如          "
,,,5215,浦东,金桥,79.96㎡,2室1厅1卫,"
            自如          "
,,,5200,徐汇,康健,68.83㎡,2室1厅1卫,"
            链家          "
,,,3800,浦东,潍坊,34.68㎡,1室1厅1卫,"
            链家          "
,,,8830,徐汇,斜土路,,西,"
            自如          "
,,,5300,浦东,金桥,67.38㎡,2室1厅1卫,"
            链家          "
,,,11000,静安,曹家渡,54.03㎡,4室2厅2卫,"
            链家          "
,,,14800,虹口,临平路,132.49㎡,3室2厅2卫,"
            链家          "
,,,6300,徐汇,徐汇滨江,72.53㎡,2室1厅1卫,"
            链家          "
,,,4170,浦东,世博,,南,"
            自如          "
,,,5500,松江,松江大学城,96.23㎡,3室1厅1卫,"
            链家          "
,,,14000,长宁,镇宁路,59.47㎡,2室2厅2卫,"
            链家          "
,,,3800,闵行,闵浦,80.22㎡,2室2厅1卫,"
            链家          "
,,,2700,奉贤,海湾,98.08㎡,3室2厅2卫,"
            链家          "
,,,4500,松江,松江老城,136.40㎡,4室1厅2卫,"
            链家          "
,,,6000,青浦,朱家角,163.51㎡,3室2厅2卫,"
            链家          "
,,,1800,金山,金山新城,67.31㎡,2室1厅1卫,"
            链家          "
,,,3790,宝山,淞宝,,南,"
            自如          "
,,,5660,松江,九亭,,南,"
            自如          "
,,,8500,青浦,朱家角,201.29㎡,4室2厅3卫,"
            链家          "
,,,6130,杨浦,控江路,,南,"
            自如          "
,,,3030,宝山,罗店,,南,"
            自如          "
,,,17500,徐汇,衡山路,79.00㎡,2室1厅1卫,"
            链家          "
,,,3530,宝山,上大,,南,"
            自如          "
,,,16000,闵行,金虹桥,91.09㎡,3室2厅2卫,"
            链家          "
,,,10000,松江,松江大学城,262.39㎡,4室2厅4卫,"
            链家          "
,,,3800,虹口,四川北路,20.00㎡,1室0厅1卫,"
            链家          "
,,,35000,浦东,碧云,292.62㎡,3室2厅4卫,"
            链家          "
,,,4590,浦东,高行,53.70㎡,1室1厅1卫,"
            自如          "
,,,4200,浦东,洋泾,44.56㎡,1室1厅1卫,"
            链家          "
,,,5300,普陀,甘泉宜川,74.33㎡,2室1厅1卫,"
            链家          "
,,,4830,浦东,张江,60.36㎡,2室1厅1卫,"
            自如          "
,,,1300,崇明,崇明新城,61.13㎡,2室1厅1卫,"
            链家          "
,,,4132,闵行,华漕,,南,"
            自如          "
,,,5300,浦东,金桥,79.05㎡,3室1厅1卫,"
            链家          "
,,,6690,虹口,江湾镇,,南,"
            自如          "
,,,4130,普陀,真如,,北,"
            自如          "
,,,6430,徐汇,徐家汇,,西南,"
            自如          "
,,,5860,浦东,高行,,南,"
            自如          "
,,,7200,浦东,洋泾,82.86㎡,1室1厅1卫,"
            链家          "
,,,6390,杨浦,五角场,,南,"
            自如          "
,,,2200,奉贤,南桥,126.34㎡,3室2厅2卫,"
            链家          "
,,,5500,闵行,颛桥,92.62㎡,3室2厅1卫,"
            链家          "
,,,7660,长宁,中山公园,,北,"
            自如          "
,,,3230,嘉定,嘉定新城,,南,"
            自如          "
,,,6330,静安,不夜城,50.55㎡,1室1厅1卫,"
            自如          "
,,,13390,杨浦,黄兴公园,119.75㎡,3室1厅2卫,"
            自如          "
,,,4500,普陀,长风,35.28㎡,1室1厅1卫,"
            链家          "
,,,5800,长宁,镇宁路,46.34㎡,1室1厅1卫,"
            链家          "
,,,13000,徐汇,徐家汇,111.67㎡,4室1厅2卫,"
            链家          "
,,,16800,普陀,万里,160.00㎡,3室2厅2卫,"
            链家          "
,,,4800,徐汇,康健,60.25㎡,2室1厅1卫,"
            链家          "
,,,5160,松江,九亭,93.98㎡,2室1厅1卫,"
            自如          "
,,,5289,浦东,金桥,41.84㎡,1室1厅1卫,"
            自如          "
,,,8500,浦东,碧云,93.29㎡,3室2厅1卫,"
            链家          "
,,,4588,长宁,北新泾,33.00㎡,1室1厅1卫,"
            自如          "
,,,9050,普陀,真如,108.10㎡,2室1厅1卫,"
            自如          "
,,,2400,浦东,惠南,80.73㎡,2室1厅1卫,"
            链家          "
,,,4600,杨浦,中原,70.87㎡,2室1厅1卫,"
            链家          "
,,,2600,嘉定,马陆,61.75㎡,1室1厅0卫,"
            链家          "
,,,4500,浦东,金桥,52.15㎡,1室1厅1卫,"
            链家          "
,,,12000,青浦,朱家角,183.00㎡,4室3厅3卫,"
            链家          "
,,,5660,徐汇,龙华,,南,"
            自如          "
,,,6000,徐汇,龙华,54.78㎡,1室1厅1卫,"
            链家          "
,,,5600,闵行,古美,86.67㎡,2室2厅1卫,"
            链家          "
,,,3790,闵行,闵浦,,南,"
            自如          "
,,,5200,闵行,春申,73.00㎡,2室1厅1卫,"
            链家          "
,,,4500,杨浦,五角场,29.89㎡,1室0厅1卫,"
            链家          "
,,,4100,浦东,新场,99.25㎡,2室2厅1卫,"
            链家          "
,,,7790,浦东,唐镇,,东,"
            自如          "
,,,4550,徐汇,康健,46.26㎡,1室1厅1卫,"
            链家          "
,,,3800,浦东,洋泾,41.08㎡,1室1厅1卫,"
            链家          "
,,,5760,浦东,康桥,,南,"
            自如          "
,,,4000,浦东,御桥,41.15㎡,1室1厅1卫,"
            链家          "
,,,6689,虹口,鲁迅公园,,南,"
            自如          "
,,,6390,虹口,鲁迅公园,,南,"
            自如          "
,,,3790,闵行,颛桥,,南,"
            自如          "
,,,2800,宝山,顾村,73.90㎡,2室1厅1卫,"
            链家          "
,,,4400,普陀,甘泉宜川,45.26㎡,2室1厅1卫,"
            链家          "
,,,5790,闵行,浦江,,南,"
            自如          "
,,,4890,普陀,曹杨,,南,"
            自如          "
,,,53000,浦东,花木,287.92㎡,4室2厅3卫,"
            链家          "
,,,7060,浦东,梅园,,南,"
            自如          "
,,,6200,徐汇,龙华,51.90㎡,1室2厅1卫,"
            链家          "
,,,3530,嘉定,嘉定新城,,北,"
            自如          "
,,,14000,徐汇,衡山路,66.60㎡,2室1厅2卫,"
            曼舍          "
,,,14199,闵行,金虹桥,61.46㎡,1室1厅1卫,"
            曼舍          "
,,,22999,闵行,金虹桥,125.94㎡,3室1厅2卫,"
            曼舍          "
,,,7500,长宁,镇宁路,49.24㎡,2室1厅1卫,"
            链家          "
,,,3000,松江,松江老城,66.39㎡,2室1厅1卫,"
            链家          "
,,,17499,闵行,金虹桥,89.86㎡,2室1厅1卫,"
            曼舍          "
